archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260805095758_0576_D.MP4,La fuente\22\DJI_20260805095758_0576_D.MP4,S32,La fuente,22,7,2026-08-05,31.7,29.97,1920,1080,119.7,,,38,56,59,0,153
