archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260708104627_0055_D.MP4,2\DJI_20260708104627_0055_D.MP4,S28,Santa Helena,2,55,2026-07-08,57.89,29.97,1920,1080,217.79,,,131,203,158,3,495
