archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260619061853_0434_D.MP4,Infinity\20\DJI_20260619061853_0434_D.MP4,S25,Infinity,20,17,2026-06-19,37.94,29.97,1920,1080,142.9,,,100,93,63,0,256
