archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260820110055_0109_D.MP4,Santa Helena\9\DJI_20260820110055_0109_D.MP4,S34,Santa Helena,9,19,2026-08-20,42.38,29.97,1920,1080,159.72,,,9,9,2,0,20
