archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260818071542_0037_D_LR01.MP4,Almer\9\DJI_20260818071542_0037_D_LR01.MP4,S34,Almer,9,1,2026-08-19,31.0,29.97,1920,1080,116.05,,,44,41,61,3,149
