archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260702110948_0584_D.MP4,Fuente\15\DJI_20260702110948_0584_D.MP4,S27,Fuente,15,1,2026-07-02,29.2,29.97,1920,1080,110.51,,,51,79,127,0,257
