archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260620101515_0410_D.MP4,Cerezo\47\DJI_20260620101515_0410_D.MP4,S25,Cerezo,47,46,2026-06-20,23.19,29.97,1920,1080,87.99,,,20,47,28,0,95
