archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260623081744_0051_D.MP4,Tesoro\6\DJI_20260623081744_0051_D.MP4,S26,Tesoro,6,12,2026-06-23,27.36,29.97,1920,1080,103.82,,,27,41,38,2,108
