archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
GX010883.MP4,S18\Pradera\21\GX010883.MP4,S18,Pradera,21,14,2026-04-27,42.41,29.97,1920,1080,101.61,,,114,84,164,3,365
