archivo_original,archivo_destino,semana,finca,bloque,muestra_idx,fecha,duracion_s,fps,ancho,alto,tamano_mb,veredicto_qc,problemas_qc,conteo_RC,conteo_SS,conteo_AP,conteo_CO,conteo_total
DJI_20260612075300_0040_D.MP4,San Miguel\3\DJI_20260612075300_0040_D.MP4,S24,San Miguel,3,9,2026-06-12,24.92,29.97,1920,1080,94.32,,,62,123,90,0,275
